TID,Item
T5552,fruit
T5552,vegetable juice
T5553,frankfurter
T5553,citrus fruit
T5553,other vegetables
T5553,butter milk
T5553,yogurt
T5553,whipped
T5553,sour cream
T5553,rolls
T5553,buns
T5553,brown bread
T5553,pickled vegetables
T5553,canned fish
T5553,tea
T5554,frozen meals
T5554,ice cream
T5554,frozen potato products
T5555,root vegetables
T5555,onions
T5555,whole milk
T5555,curd
T5555,yogurt
T5555,whipped
T5555,sour cream
T5555,soft cheese
T5555,cream cheese 
T5555,curd cheese
T5555,frozen fish
T5555,rolls
T5555,buns
T5555,waffles
T5556,beef
T5557,sausage
T5557,fish
T5557,curd
T5557,processed cheese
T5557,pastry
T5558,whole milk
T5558,frozen fish
T5558,rolls
T5558,buns
T5558,pickled vegetables
T5559,beef
T5559,root vegetables
T5559,other vegetables
T5559,whole milk
T5559,yogurt
T5559,whipped
T5559,sour cream
T5559,cream cheese 
T5559,cat food
T5559,napkins
T5560,pork
T5560,domestic eggs
T5560,soda
T5561,artif. sweetener
T5562,frankfurter
T5562,ham
T5562,tropical fruit
T5562,yogurt
T5562,curd cheese
T5562,frozen fish
T5562,zwieback
T5562,margarine
T5562,fruit
T5562,vegetable juice
T5563,rolls
T5563,buns
T5563,canned fish
T5563,canned beer
T5564,canned beer
T5564,newspapers
T5565,mayonnaise
T5565,rolls
T5565,buns
T5565,soda
T5565,specialty chocolate
T5566,rolls
T5566,buns
T5566,fruit
T5566,vegetable juice
T5567,sausage
T5567,sliced cheese
T5567,canned beer
T5568,hard cheese
T5568,candles
T5569,frankfurter
T5569,whole milk
T5569,white bread
T5569,margarine
T5569,bottled beer
T5569,detergent
T5569,pot plants
T5570,frankfurter
T5570,meat
T5570,whole milk
T5570,whipped
T5570,sour cream
T5570,UHT-milk
T5570,hard cheese
T5570,coffee
T5570,waffles
T5570,napkins
T5571,bottled water
T5571,newspapers
T5572,sausage
T5572,pip fruit
T5572,whole milk
T5572,white bread
T5572,salt
T5572,pasta
T5572,oil
T5572,sugar
T5572,bottled water
T5572,soda
T5572,bottled beer
T5573,whole milk
T5574,citrus fruit
T5574,domestic eggs
T5574,jam
T5575,pork
T5576,condensed milk
T5576,margarine
T5576,fruit
T5576,vegetable juice
T5576,canned beer
T5577,sausage
T5577,finished products
T5577,pork
T5577,tropical fruit
T5577,other vegetables
T5577,whole milk
T5577,yogurt
T5577,whipped
T5577,sour cream
T5577,cream cheese 
T5577,white bread
T5577,baking powder
T5577,long life bakery product
T5577,house keeping products
T5577,pot plants
T5578,brown bread
T5578,canned beer
T5579,whole milk
T5579,butter
T5579,coffee
T5579,bottled water
T5579,seasonal products
T5579,candles
T5580,frankfurter
T5580,sausage
T5580,rolls
T5580,buns
T5580,brown bread
T5580,soda
T5580,shopping bags
T5581,domestic eggs
T5581,specialty chocolate
T5582,sausage
T5582,root vegetables
T5582,beverages
T5582,rolls
T5582,buns
T5582,soda
T5583,other vegetables
T5583,whole milk
T5583,yogurt
T5583,rolls
T5583,buns
T5583,female sanitary products
T5583,hygiene articles
T5584,pork
T5584,semi-finished bread
T5584,soda
T5585,other vegetables
T5585,whole milk
T5585,curd
T5585,whipped
T5585,sour cream
T5585,frozen vegetables
T5585,roll products 
T5585,semi-finished bread
T5585,salty snack
T5585,seasonal products
T5586,frankfurter
T5586,citrus fruit
T5586,rolls
T5586,buns
T5586,soda
T5587,beef
T5587,root vegetables
T5587,frozen vegetables
T5587,brown bread
T5587,misc. beverages
T5588,pork
T5588,salad dressing
T5588,oil
T5588,sauces
T5588,coffee
T5588,soda
T5588,canned beer
T5588,liquor (appetizer)
T5588,candy
T5588,newspapers
T5589,white bread
T5589,misc. beverages
T5589,long life bakery product
T5590,dessert
T5591,pip fruit
T5591,root vegetables
T5591,UHT-milk
T5591,condensed milk
T5591,frozen fish
T5591,candy
T5592,sausage
T5592,tropical fruit
T5592,whole milk
T5592,whipped
T5592,sour cream
T5592,specialty cheese
T5592,soda
T5592,skin care
T5593,frankfurter
T5593,rolls
T5593,buns
T5593,bottled water
T5594,chicken
T5594,grapes
T5594,root vegetables
T5594,whole milk
T5594,domestic eggs
T5594,detergent
T5594,newspapers
T5595,chicken
T5595,pip fruit
T5595,other vegetables
T5595,butter
T5595,soft cheese
T5595,frozen vegetables
T5595,long life bakery product
T5595,candles
T5596,other vegetables
T5597,house keeping products
T5598,pork
T5598,whole milk
T5598,bottled water
T5598,soda
T5598,napkins
T5599,bathroom cleaner
T5600,beverages
T5600,newspapers
T5601,butter
T5601,brown bread
T5601,seasonal products
T5602,sausage
T5602,tropical fruit
T5602,pip fruit
T5602,whole milk
T5602,soft cheese
T5602,processed cheese
T5602,white bread
T5602,pastry
T5602,semi-finished bread
T5602,oil
T5602,mustard
T5602,ketchup
T5602,soda
T5602,misc. beverages
T5602,long life bakery product
T5602,waffles
T5602,chocolate
T5602,specialty chocolate
T5602,detergent
T5602,napkins
T5602,house keeping products
T5603,canned beer
T5603,shopping bags
T5604,salt
T5604,cling film
T5604,bags
T5605,beef
T5605,root vegetables
T5605,whole milk
T5605,margarine
T5606,shopping bags
T5607,curd
T5607,semi-finished bread
T5607,baking powder
T5608,fruit
T5608,vegetable juice
T5608,chewing gum
T5609,sausage
T5609,whipped
T5609,sour cream
T5609,bottled water
T5609,pot plants
T5610,sausage
T5610,yogurt
T5611,sausage
T5611,pip fruit
T5611,root vegetables
T5611,onions
T5611,whole milk
T5611,butter
T5611,dessert
T5611,soft cheese
T5611,cream cheese 
T5611,specialty cheese
T5611,domestic eggs
T5611,salt
T5611,pasta
T5611,vinegar
T5611,oil
T5611,mustard
T5611,ketchup
T5611,canned vegetables
T5611,pickled vegetables
T5611,canned fish
T5611,instant coffee
T5611,tea
T5611,misc. beverages
T5611,bottled beer
T5611,white wine
T5611,chocolate
T5611,abrasive cleaner
T5611,hygiene articles
T5612,grapes
T5612,whole milk
T5612,butter
T5612,rolls
T5612,buns
T5612,coffee
T5612,bottled water
T5612,soda
T5612,misc. beverages
T5612,pot plants
T5613,frankfurter
T5613,whole milk
T5613,cream cheese 
T5613,specialty chocolate
T5614,berries
T5614,other vegetables
T5614,yogurt
T5614,whipped
T5614,sour cream
T5614,bottled water
T5614,waffles
T5614,seasonal products
T5615,citrus fruit
T5615,root vegetables
T5615,other vegetables
T5616,canned beer
T5617,canned beer
T5618,tropical fruit
T5618,curd
T5619,whole milk
T5619,brown bread
T5619,dog food
T5619,chocolate
T5619,hygiene articles
T5619,pot plants
T5620,whole milk
T5620,rolls
T5620,buns
T5620,soda
T5620,canned beer
T5620,liquor
T5620,shopping bags
T5621,other vegetables
T5621,bottled beer
T5621,house keeping products
T5622,citrus fruit
T5622,root vegetables
T5622,other vegetables
T5622,whole milk
T5623,pork
T5623,beef
T5623,root vegetables
T5623,other vegetables
T5623,whole milk
T5623,UHT-milk
T5623,frozen vegetables
T5623,rice
T5623,baking powder
T5623,dog food
T5623,soda
T5624,beef
T5624,other vegetables
T5624,whipped
T5624,sour cream
T5624,newspapers
T5625,meat
T5625,pip fruit
T5625,other vegetables
T5625,brown bread
T5625,roll products 
T5625,soda
T5626,canned beer
T5627,whole milk
T5627,butter
T5627,rolls
T5627,buns
T5628,curd cheese
T5628,bottled water
T5628,white wine
T5629,citrus fruit
T5629,tropical fruit
T5629,onions
T5629,UHT-milk
T5629,specialty fat
T5629,instant coffee
T5629,bottled water
T5629,soda
T5629,fruit
T5629,vegetable juice
T5629,bottled beer
T5629,salty snack
T5629,newspapers
T5630,cooking chocolate
T5631,whole milk
T5631,bottled water
T5632,sugar
T5633,chicken
T5633,frozen vegetables
T5633,frozen meals
T5633,frozen dessert
T5634,citrus fruit
T5634,tropical fruit
T5634,other vegetables
T5634,whole milk
T5634,curd
T5634,rolls
T5634,buns
T5635,sausage
T5635,chicken
T5635,herbs
T5635,other vegetables
T5635,whole milk
T5635,whipped
T5635,sour cream
T5635,sliced cheese
T5635,domestic eggs
T5635,rolls
T5635,buns
T5635,brown bread
T5635,margarine
T5635,soda
T5635,waffles
T5635,chocolate marshmallow
T5636,whole milk
T5636,rolls
T5636,buns
T5637,whole milk
T5638,rolls
T5638,buns
T5639,pork
T5639,root vegetables
T5639,whole milk
T5639,domestic eggs
T5639,pasta
T5639,ketchup
T5639,hygiene articles
T5639,newspapers
T5640,root vegetables
T5640,onions
T5640,whole milk
T5640,whipped
T5640,sour cream
T5640,pickled vegetables
T5641,citrus fruit
T5641,root vegetables
T5641,other vegetables
T5641,whole milk
T5641,margarine
T5641,specialty fat
T5641,hygiene articles
T5642,citrus fruit
T5642,tropical fruit
T5642,whole milk
T5642,yogurt
T5642,whipped
T5642,sour cream
T5642,preservation products
T5643,whole milk
T5643,butter milk
T5644,pork
T5644,beef
T5644,other vegetables
T5644,whipped
T5644,sour cream
T5644,waffles
T5644,chewing gum
T5645,citrus fruit
T5645,other vegetables
T5645,bottled water
T5645,fruit
T5645,vegetable juice
T5645,shopping bags
T5646,frankfurter
T5646,pip fruit
T5646,root vegetables
T5646,other vegetables
T5646,curd
T5646,butter milk
T5646,spread cheese
T5646,soups
T5646,house keeping products
T5647,citrus fruit
T5647,other vegetables
T5647,yogurt
T5648,sausage
T5648,meat
T5648,pork
T5648,beef
T5648,root vegetables
T5648,other vegetables
T5648,UHT-milk
T5648,flour
T5648,detergent
T5648,shopping bags
T5649,chicken
T5649,curd
T5649,butter milk
T5649,UHT-milk
T5649,rolls
T5649,buns
T5649,fruit
T5649,vegetable juice
T5649,newspapers
T5650,other vegetables
T5650,whole milk
T5650,yogurt
T5650,rolls
T5650,buns
T5651,onions
T5651,other vegetables
T5651,rolls
T5651,buns
T5651,coffee
T5651,specialty chocolate
T5652,hamburger meat
T5652,dessert
T5652,soda
T5652,fruit
T5652,vegetable juice
T5653,frankfurter
T5653,curd
T5653,rolls
T5653,buns
T5653,brown bread
T5653,mustard
T5653,candy
T5654,canned beer
T5655,bottled water
T5655,canned beer
T5655,white wine
T5656,soda
T5657,turkey
T5657,other vegetables
T5657,butter
T5657,rolls
T5657,buns
T5657,pastry
T5657,oil
T5658,rolls
T5658,buns
T5658,fruit
T5658,vegetable juice
T5659,frozen vegetables
T5659,rolls
T5659,buns
T5660,other vegetables
T5660,curd
T5660,margarine
T5661,pork
T5661,hamburger meat
T5661,tropical fruit
T5661,pip fruit
T5661,other vegetables
T5661,whipped
T5661,sour cream
T5661,beverages
T5661,white bread
T5662,soda
T5663,turkey
T5663,root vegetables
T5663,other vegetables
T5663,whole milk
T5663,butter milk
T5663,UHT-milk
T5663,brown bread
T5663,bottled water
T5664,sausage
T5664,rolls
T5664,buns
T5664,pastry
T5664,bottled water
T5665,whole milk
T5665,whipped
T5665,sour cream
T5665,domestic eggs
T5665,white bread
T5665,photo
T5665,film
T5666,newspapers
T5667,coffee
T5668,hamburger meat
T5668,root vegetables
T5668,other vegetables
T5668,whole milk
T5668,sliced cheese
T5669,turkey
T5669,pip fruit
T5669,other vegetables
T5669,whole milk
T5669,frozen vegetables
T5670,sausage
T5670,tropical fruit
T5670,other vegetables
T5670,beverages
T5670,processed cheese
T5670,rolls
T5670,buns
T5670,soda
T5670,chewing gum
T5671,whole milk
T5671,butter milk
T5671,salt
T5671,sugar
T5671,soda
T5671,long life bakery product
T5671,waffles
T5672,sausage
T5672,pork
T5672,hamburger meat
T5672,citrus fruit
T5672,other vegetables
T5672,whole milk
T5672,soft cheese
T5672,domestic eggs
T5672,rolls
T5672,buns
T5672,sugar
T5672,cat food
T5672,chocolate
T5673,other vegetables
T5673,whole milk
T5673,bottled water
T5674,shopping bags
T5675,pork
T5675,whole milk
T5675,curd cheese
T5675,frozen vegetables
T5675,cat food
T5676,pork
T5676,soda
T5677,beef
T5677,hamburger meat
T5677,other vegetables
T5677,sliced cheese
T5678,sausage
T5678,chicken
T5678,tropical fruit
T5678,berries
T5678,root vegetables
T5678,onions
T5678,whole milk
T5678,butter
T5678,yogurt
T5678,hard cheese
T5678,domestic eggs
T5678,vinegar
T5678,spices
T5678,long life bakery product
T5678,dish cleaner
T5678,newspapers
T5679,whole milk
T5679,bottled beer
T5680,soda
T5681,canned beer
T5682,beef
T5682,berries
T5682,root vegetables
T5682,onions
T5682,flour
T5682,mustard
T5682,soda
T5682,bottled beer
T5682,salty snack
T5682,popcorn
T5683,frankfurter
T5683,finished products
T5683,chicken
T5683,other vegetables
T5683,whole milk
T5683,curd
T5683,flour
T5683,pasta
T5683,salty snack
T5684,other vegetables
T5685,other vegetables
T5685,whole milk
T5685,curd
T5685,yogurt
T5685,cream cheese 
T5685,pastry
T5685,salty snack
T5686,root vegetables
T5686,whole milk
T5686,domestic eggs
T5686,female sanitary products
T5686,newspapers
T5687,pip fruit
T5687,soda
T5687,bottled beer
T5687,canned beer
T5687,waffles
T5687,chocolate
T5688,sausage
T5688,pork
T5688,tropical fruit
T5688,root vegetables
T5688,herbs
T5688,whole milk
T5688,curd
T5688,yogurt
T5688,whipped
T5688,sour cream
T5688,chewing gum
T5688,male cosmetics
T5688,newspapers
T5689,other vegetables
T5689,butter
T5689,soda
T5689,bottled beer
T5689,liquor
T5689,rum
T5689,chocolate marshmallow
T5689,hygiene articles
T5689,newspapers
T5690,pork
T5691,meat
T5691,whole milk
T5691,sliced cheese
T5691,brown bread
T5691,pastry
T5691,fruit
T5691,vegetable juice
T5691,newspapers
T5692,pork
T5692,other vegetables
T5692,whole milk
T5692,butter
T5692,whipped
T5692,sour cream
T5692,hard cheese
T5692,cat food
T5692,pet care
T5692,coffee
T5692,liquor
T5692,napkins
T5692,dishes
T5692,kitchen towels
T5693,dessert
T5693,rolls
T5693,buns
T5693,napkins
T5693,newspapers
T5693,shopping bags
T5694,other vegetables
T5694,cream cheese 
T5694,margarine
T5694,canned vegetables
T5694,bottled beer
T5695,condensed milk
T5695,rolls
T5695,buns
T5695,brown bread
T5695,coffee
T5695,bottled water
T5695,soda
T5696,ice cream
T5696,brown bread
T5697,chicken
T5697,whole milk
T5697,frozen meals
T5697,domestic eggs
T5697,brown bread
T5697,ketchup
T5697,dog food
T5697,misc. beverages
T5697,napkins
T5698,root vegetables
T5698,whole milk
T5698,condensed milk
T5698,frozen vegetables
T5698,rolls
T5698,buns
T5698,white bread
T5699,frankfurter
T5699,chicken
T5699,beef
T5699,citrus fruit
T5699,tropical fruit
T5699,root vegetables
T5699,other vegetables
T5699,curd
T5699,dessert
T5699,whipped
T5699,sour cream
T5699,soft cheese
T5699,cream cheese 
T5699,frozen vegetables
T5699,frozen meals
T5699,frozen potato products
T5699,domestic eggs
T5699,white bread
T5699,semi-finished bread
T5699,oil
T5699,instant coffee
T5699,soda
T5699,fruit
T5699,vegetable juice
T5699,flower (seeds)
T5700,hamburger meat
T5701,UHT-milk
T5701,ice cream
T5701,bottled water
T5701,soda
T5701,shopping bags
T5702,frankfurter
T5702,sausage
T5702,chicken
T5702,citrus fruit
T5702,root vegetables
T5702,other vegetables
T5702,frozen vegetables
T5702,rice
T5702,newspapers
T5703,pastry
T5703,soda
T5704,other vegetables
T5704,rolls
T5704,buns
T5704,bottled beer
T5705,onions
T5705,other vegetables
T5705,soda
T5705,fruit
T5705,vegetable juice
T5706,pastry
T5706,canned beer
T5706,male cosmetics
T5706,newspapers
T5707,citrus fruit
T5707,root vegetables
T5707,whole milk
T5707,yogurt
T5707,whipped
T5707,sour cream
T5707,condensed milk
T5707,rolls
T5707,buns
T5707,flour
T5707,long life bakery product
T5708,hamburger meat
T5709,chicken
T5709,citrus fruit
T5709,root vegetables
T5709,other vegetables
T5709,butter
T5709,sweet spreads
T5709,coffee
T5710,whole milk
T5710,white bread
T5710,flour
T5710,sugar
T5710,pot plants
T5711,chicken
T5711,whole milk
T5711,semi-finished bread
T5711,jam
T5711,coffee
T5711,soda
T5711,napkins
T5711,shopping bags
T5712,shopping bags
T5713,citrus fruit
T5713,root vegetables
T5713,margarine
T5713,misc. beverages
T5713,long life bakery product
T5713,waffles
T5714,citrus fruit
T5714,root vegetables
T5714,herbs
T5714,other vegetables
T5714,butter
T5714,whipped
T5714,sour cream
T5714,mayonnaise
T5714,rum
T5714,waffles
T5715,chicken
T5715,yogurt
T5715,whipped
T5715,sour cream
T5715,frozen dessert
T5715,soda
T5715,pot plants
T5716,bottled beer
T5717,specialty chocolate
T5718,other vegetables
T5718,whole milk
T5718,yogurt
T5719,pork
T5719,root vegetables
T5719,whole milk
T5719,UHT-milk
T5719,frozen meals
T5719,softener
T5719,shopping bags
T5720,whole milk
T5721,beef
T5721,tropical fruit
T5721,pip fruit
T5721,root vegetables
T5721,other vegetables
T5721,whole milk
T5721,yogurt
T5721,whipped
T5721,sour cream
T5721,mayonnaise
T5722,sausage
T5722,meat
T5722,tropical fruit
T5722,rolls
T5722,buns
T5722,margarine
T5722,bottled water
T5722,bottled beer
T5722,skin care
T5722,hygiene articles
T5722,shopping bags
T5723,root vegetables
T5723,herbs
T5723,other vegetables
T5723,whole milk
T5723,butter milk
T5723,whipped
T5723,sour cream
T5723,shopping bags
T5724,chicken
T5724,pip fruit
T5724,whole milk
T5724,rolls
T5724,buns
T5724,brown bread
T5724,pastry
T5724,semi-finished bread
T5724,margarine
T5724,bottled water
T5724,newspapers
T5725,turkey
T5725,beef
T5725,other vegetables
T5725,whipped
T5725,sour cream
T5725,baking powder
T5725,cat food
T5725,chocolate
T5726,soda
T5727,root vegetables
T5727,herbs
T5727,whole milk
T5727,butter
T5727,curd
T5727,rolls
T5727,buns
T5727,soda
T5727,chocolate
T5727,candy
T5728,sausage
T5728,whole milk
T5728,semi-finished bread
T5728,flour
T5728,fruit
T5728,vegetable juice
T5728,napkins
T5729,pastry
T5729,soda
T5729,canned beer
T5729,white wine
T5729,newspapers
T5730,sausage
T5730,citrus fruit
T5730,pip fruit
T5730,whole milk
T5730,dessert
T5730,domestic eggs
T5730,brown bread
T5730,margarine
T5730,specialty chocolate
T5731,yogurt
T5731,rolls
T5731,buns
T5732,pip fruit
T5732,root vegetables
T5732,other vegetables
T5732,whole milk
T5732,butter
T5732,whipped
T5732,sour cream
T5732,sliced cheese
T5732,domestic eggs
T5732,soups
T5732,coffee
T5732,detergent
T5733,sausage
T5733,whole milk
T5733,yogurt
T5733,hard cheese
T5733,domestic eggs
T5733,brown bread
T5733,salty snack
T5733,waffles
T5733,chocolate
T5733,newspapers
T5734,ham
T5734,chicken
T5734,citrus fruit
T5734,other vegetables
T5734,whole milk
T5734,yogurt
T5734,whipped
T5734,sour cream
T5734,bottled beer
T5734,chocolate
T5734,softener
T5734,pot plants
T5735,meat
T5735,whole milk
T5735,dessert
T5735,soft cheese
T5735,frozen meals
T5735,rolls
T5735,buns
T5735,misc. beverages
T5735,long life bakery product
T5735,chocolate
T5735,specialty bar
T5736,other vegetables
T5736,butter
T5736,fruit
T5736,vegetable juice
T5736,salty snack
T5736,chocolate
T5737,meat
T5737,chicken
T5737,citrus fruit
T5737,other vegetables
T5737,whole milk
T5737,yogurt
T5737,frozen vegetables
T5737,white bread
T5737,napkins
T5738,rolls
T5738,buns
T5739,chicken
T5739,hamburger meat
T5739,grapes
T5739,other vegetables
T5739,whipped
T5739,sour cream
T5739,brown bread
T5739,canned beer
T5739,sparkling wine
T5739,flower (seeds)
T5740,sausage
T5740,root vegetables
T5740,whole milk
T5740,yogurt
T5741,canned beer
T5742,yogurt
T5743,chicken
T5743,hamburger meat
T5743,other vegetables
T5743,frozen vegetables
T5743,rolls
T5743,buns
T5743,pastry
T5744,hamburger meat
T5744,shopping bags
T5745,whole milk
T5745,curd
T5745,pastry
T5746,frankfurter
T5746,pip fruit
T5746,whole milk
T5746,soda
T5747,newspapers
T5748,whole milk
T5748,mayonnaise
T5748,soda
T5748,newspapers
T5749,rolls
T5749,buns
T5749,canned beer
T5750,other vegetables
T5750,whole milk
T5750,yogurt
T5750,whipped
T5750,sour cream
T5750,rolls
T5750,buns
T5750,waffles
T5750,seasonal products
T5751,sausage
T5751,butter
T5752,sausage
T5752,tropical fruit
T5752,root vegetables
T5752,other vegetables
T5752,whole milk
T5752,frozen vegetables
T5752,domestic eggs
T5752,flour
T5752,margarine
T5752,sugar
T5752,ketchup
T5752,baking powder
T5752,canned vegetables
T5752,bottled water
T5752,cooking chocolate
T5752,newspapers
T5753,canned beer
T5754,tropical fruit
T5754,berries
T5754,root vegetables
T5754,other vegetables
T5754,whole milk
T5754,cream cheese 
T5754,frozen meals
T5754,white bread
T5754,soda
T5754,salty snack
T5754,napkins
T5754,shopping bags
T5755,condensed milk
T5755,soda
T5756,margarine
T5756,long life bakery product
T5756,candles
T5757,whole milk
T5757,pet care
T5758,yogurt
T5758,bottled water
T5758,canned beer
T5758,napkins
T5759,processed cheese
T5759,rolls
T5759,buns
T5759,soda
T5759,flower (seeds)
T5760,grapes
T5760,rolls
T5760,buns
T5760,pastry
T5760,bottled beer
T5761,canned beer
T5762,soda
T5763,whole milk
T5763,rolls
T5763,buns
T5763,newspapers
T5764,sausage
T5764,other vegetables
T5764,whole milk
T5764,yogurt
T5764,cream
T5764,frozen vegetables
T5764,frozen potato products
T5764,roll products 
T5764,rice
T5764,cat food
T5764,misc. beverages
T5764,fruit
T5764,vegetable juice
T5764,bottled beer
T5764,salty snack
T5764,specialty chocolate
T5765,pork
T5765,beverages
T5765,white bread
T5766,pork
T5766,pip fruit
T5766,root vegetables
T5766,curd
T5766,yogurt
T5766,whipped
T5766,sour cream
T5766,UHT-milk
T5766,domestic eggs
T5766,salt
T5766,margarine
T5766,ketchup
T5767,turkey
T5767,beef
T5767,semi-finished bread
T5768,other vegetables
T5768,napkins
T5769,whipped
T5769,sour cream
T5770,hard cheese
T5770,salt
T5770,canned vegetables
T5771,pork
T5771,hamburger meat
T5771,other vegetables
T5771,whole milk
T5771,brown bread
T5771,margarine
T5771,bottled water
T5771,bottled beer
T5771,flower (seeds)
T5772,citrus fruit
T5772,berries
T5772,curd
T5772,yogurt
T5772,soda
T5773,sausage
T5773,pot plants
T5774,citrus fruit
T5774,other vegetables
T5774,frozen meals
T5774,domestic eggs
T5774,fruit
T5774,vegetable juice
T5774,pot plants
T5775,other vegetables
T5775,curd cheese
T5776,Instant food products
T5776,long life bakery product
T5776,specialty chocolate
T5776,cling film
T5776,bags
T5776,house keeping products
T5777,sausage
T5777,root vegetables
T5777,ice cream
T5777,white bread
T5777,salt
T5778,frankfurter
T5778,pip fruit
T5778,hard cheese
T5778,bottled water
T5778,chocolate
T5779,chicken
T5779,flower (seeds)
T5780,other vegetables
T5780,newspapers
T5781,chicken
T5781,turkey
T5781,citrus fruit
T5781,tropical fruit
T5781,berries
T5781,onions
T5781,whole milk
T5781,yogurt
T5781,whipped
T5781,sour cream
T5781,rolls
T5781,buns
T5781,pastry
T5781,margarine
T5781,cat food
T5781,soda
T5781,kitchen utensil
T5781,pot plants
T5782,chicken
T5782,other vegetables
T5782,dessert
T5782,soda
T5783,ham
T5783,tropical fruit
T5783,butter
T5783,cream cheese 
T5783,domestic eggs
T5783,white bread
T5783,pastry
T5783,tea
T5783,fruit
T5783,vegetable juice
T5783,chocolate
T5783,shopping bags
T5784,pip fruit
T5784,whole milk
T5784,yogurt
T5784,specialty cheese
T5784,domestic eggs
T5784,salty snack
T5784,photo
T5784,film
T5785,sausage
T5785,chicken
T5785,pork
T5785,root vegetables
T5785,other vegetables
T5785,whole milk
T5785,rolls
T5785,buns
T5785,fruit
T5785,vegetable juice
T5785,canned beer
T5786,ham
T5786,beef
T5786,other vegetables
T5786,yogurt
T5786,canned fish
T5787,other vegetables
T5788,sausage
T5788,citrus fruit
T5788,other vegetables
T5789,tropical fruit
T5789,other vegetables
T5789,whole milk
T5789,dessert
T5789,bottled water
T5789,soda
T5789,canned beer
T5789,seasonal products
T5790,ham
T5790,tropical fruit
T5790,newspapers
T5791,tropical fruit
T5791,rolls
T5791,buns
T5791,chocolate
T5791,chocolate marshmallow
T5791,newspapers
T5792,canned beer
T5793,sugar
T5793,white wine
T5793,newspapers
T5794,bottled water
T5794,soda
T5795,whole milk
T5795,yogurt
T5795,bottled beer
T5796,pip fruit
T5796,other vegetables
T5796,butter milk
T5796,specialty cheese
T5796,frozen vegetables
T5796,white bread
T5796,sugar
T5796,coffee
T5797,rolls
T5797,buns
T5797,coffee
T5797,salty snack
T5797,long life bakery product
T5797,waffles
T5798,whole milk
T5798,whipped
T5798,sour cream
T5798,domestic eggs
T5798,bottled water
T5798,soda
T5798,specialty chocolate
T5798,pot plants
T5799,hamburger meat
T5799,berries
T5799,other vegetables
T5800,soda
T5800,candy
T5801,whipped
T5801,sour cream
T5801,long life bakery product
T5801,napkins
T5801,pot plants
T5802,organic sausage
T5802,other vegetables
T5802,liquor (appetizer)
T5802,red
T5802,blush wine
T5803,onions
T5803,other vegetables
T5804,sausage
T5804,chicken
T5804,pork
T5804,other vegetables
T5804,whole milk
T5804,butter
T5804,yogurt
T5804,margarine
T5804,fruit
T5804,vegetable juice
T5804,bottled beer
T5805,sausage
T5805,beef
T5805,citrus fruit
T5805,tropical fruit
T5805,berries
T5805,root vegetables
T5805,whole milk
T5805,white bread
T5805,brown bread
T5805,fruit
T5805,vegetable juice
T5805,bottled beer
T5805,cling film
T5805,bags
T5806,root vegetables
T5806,other vegetables
T5806,whole milk
T5806,pastry
T5806,cling film
T5806,bags
T5806,shopping bags
T5807,root vegetables
T5807,other vegetables
T5807,butter
T5807,rolls
T5807,buns
T5807,flour
T5807,bottled water
T5807,liquor
T5807,candy
T5808,pork
T5808,onions
T5808,other vegetables
T5808,butter
T5808,dessert
T5808,beverages
T5808,UHT-milk
T5808,specialty cheese
T5808,frozen vegetables
T5808,rolls
T5808,buns
T5808,coffee
T5808,shopping bags
T5809,whole milk
T5809,curd
T5809,soda
T5809,light bulbs
T5809,pot plants
T5809,shopping bags
T5810,ham
T5810,organic sausage
T5810,tropical fruit
T5810,pip fruit
T5810,onions
T5810,other vegetables
T5810,whole milk
T5810,butter
T5810,curd
T5810,yogurt
T5810,sliced cheese
T5810,salt
T5810,margarine
T5810,jam
T5810,bottled beer
T5810,chewing gum
T5810,abrasive cleaner
T5811,frankfurter
T5811,meat
T5811,beef
T5811,other vegetables
T5811,frozen vegetables
T5811,white bread
T5811,pastry
T5811,soups
T5811,pickled vegetables
T5811,specialty vegetables
T5811,cat food
T5811,soda
T5812,UHT-milk
T5812,bottled water
T5812,chewing gum
T5812,cling film
T5812,bags
T5812,shopping bags
T5813,frozen vegetables
T5813,soda
T5814,pip fruit
T5814,frozen meals
T5814,ice cream
T5814,fruit
T5814,vegetable juice
T5815,tropical fruit
T5815,root vegetables
T5815,domestic eggs
T5816,meat
T5816,organic sausage
T5816,citrus fruit
T5816,whole milk
T5816,oil
T5816,soups
T5817,other vegetables
T5817,white bread
T5817,soda
T5817,bottled beer
T5818,root vegetables
T5818,other vegetables
T5818,sparkling wine
T5818,popcorn
T5818,shopping bags
T5819,liqueur
T5820,soda
T5821,margarine
T5821,soda
T5822,frankfurter
T5822,beef
T5822,pip fruit
T5822,root vegetables
T5822,other vegetables
T5822,curd
T5822,yogurt
T5822,margarine
T5822,sugar
T5823,sugar
T5824,sausage
T5824,tropical fruit
T5824,butter milk
T5824,spread cheese
T5824,tidbits
T5824,bottled water
T5824,soda
T5824,bottled beer
T5825,chicken
T5825,root vegetables
T5825,other vegetables
T5825,whipped
T5825,sour cream
T5825,margarine
T5825,sauces
T5825,canned beer
T5825,shopping bags
T5826,domestic eggs
T5826,pastry
T5827,condensed milk
T5827,pastry
T5827,female sanitary products
T5827,shopping bags
T5828,canned beer
T5828,shopping bags
T5829,frankfurter
T5829,meat
T5829,pork
T5829,citrus fruit
T5829,yogurt
T5829,whipped
T5829,sour cream
T5829,frozen vegetables
T5829,frozen potato products
T5829,soda
T5830,pork
T5830,tropical fruit
